games,updates,decisions,return_mean,policy_loss,value_loss,entropy,approx_kl,clip_frac,grad_norm,explained_variance,replay_loss,ref_kl,entropy_coef,replay_coef,kl_coef,rollout_s,update_s,games_per_s
133,1,8815,-0.06101615481468694,-0.01273427230726385,0.08301569900446824,0.6175980716695098,0.004292068950484972,0.046003278669294295,0.6911194506817829,-0.040423126169376156,0.5582050133229411,0.0038586915058852317,0.01,0.5,0.05,20.4,44.9,2.04
266,2,8914,-0.12807057582389322,-0.01087659161554565,0.06638022177901079,0.614117143601355,0.002969117233671573,0.032652581431878304,0.7121094498258759,0.10116291391590293,0.5389638300127833,0.009464702136548648,0.00997872,0.5,0.05,20.7,52.8,1.81
399,3,8940,-0.19206222839556003,-0.011785208493135897,0.05695848509957657,0.6008313893247256,0.002792667605080873,0.03125183910075329,0.7129897845312397,0.2139649128892408,0.5314892260709594,0.01456817546198063,0.00995744,0.5,0.05,19.6,53.4,1.82
532,4,8256,-0.24866069894638584,-0.012036816087602872,0.05902317302531535,0.5817403733616381,0.0030311129530065893,0.03079044117647059,0.7384944062357227,0.2585614873514651,0.5302304210346884,0.020758444288146202,0.00993616,0.5,0.05,17.6,47.1,2.06
665,5,8929,-0.29232815367910786,-0.013105503653462944,0.051393093686852506,0.5812326124546072,0.0035425591886044886,0.03698374807098766,0.7534156281260588,0.3529527207102432,0.5200146712078776,0.02499884420544343,0.009914880000000001,0.5,0.05,20.8,47.8,1.94
798,6,8545,-0.31988181446872305,-0.01219291534039997,0.052347298652005665,0.5698707716383664,0.0030103065896343794,0.032640800101024825,0.7202874465642342,0.3771049655044256,0.5167999542343955,0.028810476677253595,0.0098936,0.5,0.05,19.4,48.7,1.95
931,7,9180,-0.3391375764182603,-0.011987354149060304,0.0518723853373711,0.5855706414503339,0.0030846156763171696,0.030976453081232494,0.7504927052562823,0.37954636389999796,0.5098668188137067,0.0363732396727032,0.00987232,0.5,0.05,20.3,50.1,1.89
1064,8,9013,-0.3763619685621066,-0.011112204149191538,0.04591211852815849,0.5719162261729218,0.003076849543915215,0.030642940517125142,0.7435034157125368,0.46057545545721945,0.5066892977473478,0.03619445391800592,0.00985104,0.5,0.05,21.7,49.5,1.87
1197,9,9067,-0.3854300426143615,-0.012097997629589536,0.05618761877068176,0.5727889621360437,0.003000862987198326,0.030080336987297212,0.7343798689165473,0.3487567081744605,0.5038295593816812,0.04042762719788805,0.00982976,0.5,0.05,23.3,50.5,1.8
1330,10,9464,-0.369657529858202,-0.012545095503551906,0.045083413044288735,0.5567314194139815,0.0033253872533290014,0.036064005464770794,0.7412518957461603,0.4544389263118581,0.504081340138869,0.043174666769675796,0.00980848,0.5,0.05,22.5,48.9,1.86
