games,updates,decisions,return_mean,policy_loss,value_loss,entropy,approx_kl,clip_frac,grad_norm,explained_variance,replay_loss,ref_kl,entropy_coef,replay_coef,kl_coef,rollout_s,update_s,games_per_s
2800,21,8340,-0.44791968096561924,-0.013494627967447406,0.042802088759517916,0.5239433306602067,0.0035269822675421934,0.03559873062400636,0.7953922319109322,0.5745105736014187,0.4676379802562918,0.06023875734013139,0.00957328,0.5,0.05,16.8,30.1,2.84
2933,22,9118,-0.4134049590619574,-0.011429693342651466,0.048931487001203276,0.5104456113924607,0.004113281073997102,0.03630893971417069,0.782335104344458,0.51385803239916,0.4598777268819511,0.06573623046183698,0.009552,0.5,0.05,18.0,41.5,2.23
3066,23,9058,-0.45363345392431803,-0.011634990787061051,0.040694086995925464,0.5212702279925969,0.003894926520716843,0.03546659825211865,0.7881349445976835,0.5997118336051444,0.46408568528006416,0.06312270780301515,0.00953072,0.5,0.05,18.1,39.1,2.32
3199,24,9202,-0.426926826818467,-0.01193026696468924,0.04903205023262098,0.5243619648453804,0.003651334975550526,0.03328210846859661,0.8268365416800756,0.5175872140511574,0.45772129552064084,0.06515270984483906,0.009509440000000001,0.5,0.05,18.4,41.1,2.24
3332,25,8673,-0.43477548268364075,-0.012567728252609125,0.049202370822715745,0.5011985836267331,0.003548031060697574,0.032768466907943015,0.7645010542714886,0.5296304800801419,0.45882221663835787,0.06749235429016294,0.00948816,0.5,0.05,18.2,33.1,2.59
3465,26,8973,-0.40630541575279167,-0.013365944657460896,0.046664441704734466,0.5087378124930313,0.0041003020039782866,0.0370596594576105,0.7901035951069486,0.6232209679524294,0.4478483492965175,0.07128692678227597,0.00946688,0.5,0.05,17.5,39.9,2.31
3598,27,8345,-0.3705892010701419,-0.012781642622026025,0.04620391034291621,0.5109404334377552,0.004734795187975834,0.03761774317570166,0.8195933164846775,0.6437690443179112,0.4421955337656052,0.07208760148785508,0.0094456,0.5,0.05,17.9,37.0,2.42
3731,28,9033,-0.33647767755904384,-0.012762602891375747,0.04973560528577354,0.5033350918353054,0.004356815197075544,0.038008597443853424,0.8133356693698678,0.6119851772627305,0.4485776794258592,0.07574851594641983,0.00942432,0.5,0.05,19.1,41.8,2.18
3864,29,9361,-0.3009866453886624,-0.012202008195020117,0.0494911831849565,0.5086355605921332,0.0041998264978620106,0.03697432225499093,0.8575092034610236,0.614641882048939,0.44141045002254337,0.075940484300653,0.00940304,0.5,0.05,17.8,45.0,2.12
3997,30,8945,-0.3083808097350159,-0.013684068798585197,0.04412695449297038,0.50285033007199,0.004293037728144853,0.037166329889926235,0.8576048241273251,0.6623714245510277,0.4440059950877369,0.07953950053897531,0.00938176,0.5,0.05,17.2,42.5,2.23
4130,31,9276,-0.3763472506041563,-0.014980406914285515,0.04793061121511914,0.5207180976856236,0.004081250369845887,0.03731496710526316,0.9339259918180899,0.5998521101670626,0.4426512811689176,0.08063920369467081,0.009360480000000001,0.5,0.05,19.3,39.0,2.28
4263,32,8451,-0.31506271213364645,-0.012387407811850827,0.04617366439578772,0.48499564624993985,0.004166402510461207,0.03805865673972292,0.7895453061046337,0.6885604761864323,0.4434150241244747,0.08010437075109096,0.0093392,0.5,0.05,16.7,34.8,2.58
4396,33,8885,-0.3706445161392399,-0.01128073922346768,0.049434347266968555,0.4992279312311266,0.004769757913802527,0.037245907909376916,0.8278605630063688,0.5795401486223062,0.43099602008700316,0.08453664076341337,0.00931792,0.5,0.05,18.7,44.3,2.11
4529,34,9703,-0.35090082939490636,-0.012892728435582422,0.04276100921196602,0.4999113028654523,0.00441691414525507,0.039060653048335676,0.8513183291245217,0.6516871544581448,0.4334386576196178,0.08279846183125032,0.00929664,0.5,0.05,18.4,37.7,2.37
4662,35,8864,-0.35925161735611055,-0.011846518320675514,0.04798608325607151,0.5030097591339283,0.004387312593454578,0.04028862847222223,0.8328396304497958,0.6241589938250024,0.4288489575752299,0.08531643977694209,0.00927536,0.5,0.05,17.1,38.6,2.38
4795,36,8619,-0.39323157086886784,-0.012806476931325065,0.044365983516670676,0.49915317442978724,0.004198902811102544,0.0370959218728475,0.8222951871558293,0.6559284672355021,0.41624595744016907,0.081646457881859,0.00925408,0.5,0.05,17.7,39.2,2.34
4928,37,8910,-0.33861022559639453,-0.012683116533867262,0.05055802025182507,0.48552970435172615,0.005206666524029077,0.041475726048408844,0.9116709125426312,0.6304484794740339,0.4305517448403985,0.08909094310749782,0.0092328,0.5,0.05,17.6,35.9,2.49
5061,38,9789,-0.253418405541931,-0.01761025596498594,0.04968219482763696,0.5043418188974603,0.005441568290065063,0.04280065317622951,0.9137074965895273,0.6607096482707769,0.41880673400637375,0.09059444719017547,0.00921152,0.5,0.05,19.1,43.5,2.12
5194,39,9453,-0.25966848359131933,-0.012338509537373954,0.04722560941290698,0.4897508178951817,0.004904041056302849,0.038045166069842325,0.9127909082484296,0.686146247805571,0.43039463918429416,0.08724944638276033,0.00919024,0.5,0.05,18.5,40.0,2.27
5327,40,9245,-0.24716137976559338,-0.009710755676075595,0.04993598505708279,0.4868593154056273,0.005522480173048269,0.04350665693058077,0.9785262795236626,0.6717889673392552,0.41943910091930076,0.09120128907072393,0.00916896,0.5,0.05,19.4,33.5,2.51
5460,41,9721,-0.24357628248844065,-0.013805137056034542,0.04792927962574082,0.4770423096579082,0.004897121804446437,0.04338878892001043,0.8623206986787249,0.678691864560153,0.40724785976677996,0.09407912495523076,0.00914768,0.5,0.05,17.4,50.4,1.96
5593,42,9830,-0.2531321721368409,-0.01099152978353957,0.05034234948931156,0.45875366941437007,0.005355139409085743,0.04202473958333334,0.9288815125165787,0.6625080463245928,0.41121043219588216,0.09744986434317424,0.0091264,0.5,0.05,22.5,48.6,1.87
5726,43,9686,-0.23691561044357212,-0.01401511967833946,0.0510449232799836,0.49023858689487376,0.005859204901343278,0.04671960298852183,0.919316552464905,0.6582840649679438,0.420489329965153,0.10424496769315382,0.00910512,0.5,0.05,21.4,53.1,1.78
5859,44,9295,-0.2446853542539901,-0.01218027966539465,0.04217406478202567,0.4743515947068331,0.006090705406101215,0.04199966949117255,0.9442829632836919,0.7473952829126027,0.4104500760642349,0.09624005130571765,0.009083840000000001,0.5,0.05,20.4,49.0,1.92
5992,45,9147,-0.2777281400042391,-0.014311590813137404,0.048992689593810645,0.4742019522031486,0.005446898497611729,0.040622991519312764,0.9132826043374271,0.6682550997481136,0.41660473140952536,0.10215469405763672,0.00906256,0.5,0.05,20.1,48.9,1.93
6125,46,9178,-0.2876132586816761,-0.01383399025245127,0.054044359249524186,0.47772512257767247,0.005553395044974516,0.042850857433778713,0.8999855849635967,0.6213317205807587,0.40662594575024547,0.10645004718193417,0.00904128,0.5,0.05,20.9,49.8,1.88
6258,47,8901,-0.37138141596773816,-0.014900232138859444,0.0478117737838463,0.47120546530736124,0.006152629585209346,0.0436349385751551,0.9344923227666145,0.6255901763213798,0.4063574919627152,0.10377798864355764,0.00902,0.5,0.05,20.7,43.4,2.07
6391,48,10234,-0.23472658276356073,-0.013917357998599778,0.05041390247248985,0.4660162144730885,0.004962153131637362,0.042601574079792495,0.905296006778657,0.6244618343631212,0.40996411435636093,0.10475461541053188,0.00899872,0.5,0.05,21.0,49.5,1.89
6524,49,8719,-0.217563907962279,-0.0046143612219245985,0.042935885084881456,0.44551824598233775,0.005294809564924594,0.04352213541666667,0.9823296502905868,0.746941967680846,0.39963289907131233,0.09944469179664522,0.00897744,0.5,0.05,19.9,48.8,1.94
6657,50,10143,-0.21632147158802206,-0.014249177268600272,0.054321574509012996,0.46231080293304283,0.0053062338626331,0.04622399755271084,0.9311543432669825,0.6370468695298238,0.41075992451674387,0.11270323204009744,0.00895616,0.5,0.05,21.2,50.2,1.86
6790,51,8967,-0.21561074388040982,-0.013395624178991207,0.04994622013604347,0.4611805309328489,0.004796212494924987,0.042296873349704264,0.8950626332279464,0.6764156254876075,0.4028286529019858,0.11232331434197605,0.00893488,0.5,0.05,20.1,48.1,1.95
6923,52,9100,-0.326821723578852,-0.014509288566933794,0.045630622413712074,0.48084371147031163,0.005648474682831191,0.04918926679994388,0.9244225369459352,0.6969255293531227,0.3969667523337049,0.11181587537589083,0.0089136,0.5,0.05,22.1,47.6,1.91
7056,53,9424,-0.2647949627717079,-0.010850677150659307,0.045460987568570976,0.45001774032076153,0.006793193669454612,0.04149402201417004,0.9650556998939931,0.6855526487561503,0.3994210088597261,0.11056527697269418,0.00889232,0.5,0.05,22.2,38.1,2.21
7189,54,8969,-0.36751450371477434,-0.013916535480275482,0.04310854368151112,0.4626101775773043,0.004969746060152627,0.044887685075995803,0.9140225276516046,0.6955574747200943,0.3949947568708827,0.11780878138522402,0.00887104,0.5,0.05,22.3,46.4,1.93
7322,55,9303,-0.30576612527856223,-0.014138469271233852,0.045062505214190945,0.4449388945555265,0.004834729392133109,0.04241636891258318,0.954285036867999,0.7131493235462681,0.38920202032560824,0.11317637918209207,0.00884976,0.5,0.05,23.0,44.7,1.96
7455,56,8778,-0.307752086915297,-0.016580892303871487,0.050242046357218656,0.45643132022789956,0.005982966208620403,0.04146651534346847,0.985303461573865,0.6843690738283517,0.3810243079953168,0.11961343541328451,0.00882848,0.5,0.05,23.0,39.4,2.13
7588,57,9014,-0.23397045160539195,-0.014055351712789772,0.05203469649828321,0.4669383693227004,0.006387011541744608,0.045607218862007165,0.9752260845147984,0.6834979601420613,0.3834290714406023,0.12059522759648234,0.0088072,0.5,0.05,22.0,46.6,1.94
7721,58,9471,-0.2932993219954624,-0.012818949470977656,0.044542420693701235,0.4623571232980211,0.0064529009804166855,0.04701397623194014,0.9799619663969628,0.6993822925455553,0.3852625375573631,0.11886073430753819,0.008785920000000001,0.5,0.05,22.5,46.0,1.94
7854,59,9575,-0.24260194176021052,-0.013162106827475338,0.04885507302286864,0.445286758548182,0.006498782476593285,0.04500140592929922,0.9454013163290669,0.7058275491633874,0.3833023825302574,0.11746916556288695,0.00876464,0.5,0.05,24.1,50.2,1.79
7987,60,9308,-0.2618338408813205,-0.012241027641643247,0.041091313989775856,0.45305737910737803,0.0060925769116105385,0.04643476473112128,0.9912310607089327,0.7600637931320934,0.38823518631031106,0.12236525074850135,0.00874336,0.5,0.05,21.6,52.2,1.8
8120,61,9648,-0.19205637264596226,-0.013922271580650894,0.05322201575021018,0.4446742392765214,0.0056483331305011274,0.04312008863304093,0.9512853965487423,0.7009940031879794,0.3763523466810727,0.12337159563555156,0.00872208,0.5,0.05,24.2,47.7,1.85
8253,62,9780,-0.2088544232795038,-0.01887697433728196,0.05320271706287706,0.45361339026886627,0.005992135620187218,0.04685809795673077,1.0522528868043834,0.6708518620429735,0.3781966487919731,0.1319193595215956,0.0087008,0.5,0.05,25.2,51.0,1.74
8386,63,9787,-0.14299412475558568,-0.0071075734453938475,0.05370424381743903,0.45358233281071786,0.006592440336914154,0.04914178363347458,1.0555606056994864,0.6522186496122888,0.38026369867346543,0.1288773809248256,0.00867952,0.5,0.05,24.2,50.0,1.79
8519,64,8974,-0.21819608285008493,-0.01214240936529612,0.046303408710029234,0.44200035349006567,0.007116558596437135,0.045045854230967075,0.998487553265179,0.7253380509809224,0.3758881732157724,0.12675414103762128,0.008658240000000001,0.5,0.05,20.5,47.9,1.95
8652,65,9838,-0.16248608940978793,-0.010538334593063317,0.0515890224788468,0.43976069078636737,0.005819492317742701,0.04679554332386364,1.024051216165313,0.7028170997787084,0.37625794459625456,0.12999297530196458,0.00863696,0.5,0.05,21.9,58.7,1.65
8785,66,8695,-0.2867392139661873,-0.014227620799100648,0.04565205544865642,0.4498822003831624,0.007867220891826041,0.046444277807420185,0.9601898914309343,0.7067434265242071,0.3709322041082867,0.1301432570024188,0.00861568,0.5,0.05,20.7,42.7,2.1
8918,67,9116,-0.27583932937968947,-0.013768812835865432,0.052842247261323916,0.4338113614101381,0.006743630935350252,0.05022791725660733,0.9504998586593937,0.6634091612650088,0.3623932193896739,0.13035519458903774,0.0085944,0.5,0.05,21.7,40.8,2.13
9051,68,10038,-0.20584154598542714,-0.013482470983233786,0.05313672303989923,0.44403562658708157,0.006571729591027485,0.04864698840725806,0.9690619466818733,0.6522267812926484,0.36319867757096586,0.13365374257109292,0.00857312,0.5,0.05,23.3,52.5,1.76
9184,69,9581,-0.2547697733899423,-0.014200817165227694,0.042315838895369356,0.437994165605851,0.0064954627699911624,0.04664863745944485,1.0267624555021138,0.715282720732952,0.3697156313588758,0.1281007602141865,0.00855184,0.5,0.05,21.3,51.9,1.82
9317,70,9300,-0.2345623045965699,-0.009432854767450257,0.047446429938592806,0.4302672488607927,0.006268428849134397,0.047145451519423565,1.0348287942674168,0.6963583698714058,0.37030059075661276,0.13595570066981874,0.00853056,0.5,0.05,20.8,48.0,1.93
9450,71,9232,-0.17101342067947453,-0.026519056233487784,0.04722184921931374,0.43521540681607185,0.008152125447129302,0.049958881578947366,1.0663580262557995,0.7533184966687841,0.34870639943918624,0.13986178431012536,0.008509280000000001,0.5,0.05,21.3,52.0,1.81
9583,72,9285,-0.25002643001107233,-0.01902757331349094,0.04895250302817605,0.4413167809689263,0.007580772170788363,0.04918083464435546,1.0864108360431641,0.7172676289590036,0.3642197054866253,0.1419787104478734,0.008488,0.5,0.05,21.3,53.8,1.77
9716,73,9756,-0.22507645406116622,-0.012237288793272,0.052693699089797805,0.432784587659962,0.007715062448676599,0.05322614397321428,1.1394712105402092,0.660046897822568,0.3619335547152139,0.14211279691668946,0.00846672,0.5,0.05,21.8,54.5,1.74
9849,74,9675,-0.17704107173046624,-0.013587783275806816,0.04853674204597266,0.4277658717060747,0.0065637597890642555,0.04631376490654742,1.0210369206975856,0.7129673406559345,0.3541479963380394,0.14245370656925843,0.00844544,0.5,0.05,22.1,49.5,1.86
9982,75,8894,-0.2838401124409935,-0.013948448520190893,0.04346469604660704,0.4245815260168355,0.005907220446151157,0.043603515625000006,1.007937115334365,0.7386647197554146,0.3472477373470316,0.13721498320891912,0.00842416,0.5,0.05,23.9,46.0,1.9
10115,76,9424,-0.2910681319540638,-0.012770300831016138,0.048562558176450145,0.43478966139800856,0.00792396387077117,0.05255250506072874,1.0040660230592828,0.6969761658051745,0.35126284831430016,0.1465184045777079,0.00840288,0.5,0.05,23.3,47.1,1.89
