games,updates,decisions,return_mean,policy_loss,value_loss,entropy,approx_kl,clip_frac,grad_norm,explained_variance,replay_loss,ref_kl,entropy_coef,replay_coef,kl_coef,rollout_s,update_s,games_per_s
5121,27,8664,-0.6087014711786901,-0.020550228801028487,0.026180379473638448,1.2653290194137428,0.01351102726513033,0.16063333437188435,0.6077120783630933,0.8611697662404031,0.0,0.0,0.0060472,0.0,0.0,16.1,14.3,5.92
5292,28,8622,-0.4717616401741345,-0.018632442077142576,0.042490566884328645,1.2285076979643772,0.013403160279486978,0.16088579963235294,0.6782757147498379,0.7998166505409159,0.0,0.0,0.0059032,0.0,0.0,13.2,13.6,6.38
5445,29,8217,-0.43834736470307645,-0.02683927454642468,0.03951709295033098,1.2541820076624575,0.016956225614144498,0.18473460477941175,0.8351891200535728,0.8132486149058776,0.0,0.0,0.0057664000000000005,0.0,0.0,12.1,12.0,6.36
5589,30,8372,-0.4658915379852181,-0.020823802238147615,0.03967702218115664,1.271527332042712,0.016795657770997608,0.1894588694852941,0.7048420855127209,0.7901260381308217,0.0,0.0,0.005644000000000001,0.0,0.0,12.1,14.4,5.43
5733,31,8352,-0.3674303540986486,-0.019550186139475983,0.041008144365460394,1.2146077199221887,0.015467981615346616,0.17703929227941176,0.7364513324408929,0.8134242008432364,0.0,0.0,0.0055288,0.0,0.0,11.2,12.0,6.19
5895,32,8299,-0.40950973648480793,-0.02595710072025978,0.039015293187014265,1.1890750938875607,0.015544402010393572,0.1776280751786696,0.7219532744890965,0.8204338892136744,0.0,0.0,0.0054136,0.0,0.0,12.7,11.2,6.78
6048,33,8745,-0.45338690161101014,-0.021092817921826126,0.039144411145549896,1.206556632792128,0.014583818113529034,0.16791846629403795,0.7548918920851927,0.8045134135329891,0.0,0.0,0.005284,0.0,0.0,12.6,12.2,6.17
6201,34,8303,-0.4692511695892688,-0.023600967529553735,0.035409228770676454,1.1903611810359207,0.01600382252897173,0.1848319194654213,0.7281257423358352,0.8205596213293831,0.0,0.0,0.0051616,0.0,0.0,11.9,11.0,6.67
6354,35,8470,-0.5008355905553036,-0.021653439489021823,0.032858951943892115,1.1778100354200014,0.016021357502792825,0.18254052548402455,0.69395183047679,0.8351148600810163,0.0,0.0,0.005039200000000001,0.0,0.0,11.9,12.7,6.23
6516,36,8493,-0.4571098886988811,-0.020421654223776634,0.041159949570642694,1.1642345480222371,0.01591813096754584,0.17787626951216534,0.7584958367974965,0.809010114464833,0.0,0.0,0.004916800000000001,0.0,0.0,12.7,11.6,6.68
6678,37,8375,-0.3867346627869874,-0.02578886041733716,0.036641911165242805,1.15521475706996,0.015889999635636146,0.18068886109771776,0.6905634414728615,0.8533589728177758,0.0,0.0,0.0047872,0.0,0.0,13.0,11.3,6.68
6840,38,8589,-0.3982102412248844,-0.023397216374852065,0.034915986872720996,1.1563755974302392,0.015285828426261727,0.1699469799924063,0.7244694154776511,0.8599359259068399,0.0,0.0,0.0046576000000000005,0.0,0.0,12.8,11.4,6.68
6993,39,8619,-0.3833317334271572,-0.024880835460281872,0.04048582125401951,1.1390730889603817,0.017325336813512414,0.18244781262915002,0.729367363748905,0.8029334027299617,0.0,0.0,0.004528,0.0,0.0,12.1,14.1,5.83
7146,40,8319,-0.42251566809723534,-0.020951764798766898,0.03952002698222848,1.1673553324683852,0.021211876056705627,0.20941159282364522,0.8473325338464854,0.8254055168998433,0.0,0.0,0.0044056,0.0,0.0,12.2,11.7,6.4
7308,41,8326,-0.39551188982367985,-0.022887412748528634,0.04004742178557075,1.1375963196148218,0.01873658481138294,0.2003003422684372,0.8034762727842474,0.8405051423479133,0.0,0.0,0.0042832,0.0,0.0,12.2,15.3,5.88
7470,42,8584,-0.45068306801668406,-0.023696892052219663,0.0351461270414356,1.1724885016967403,0.018711323045995428,0.1941864636479592,0.746467746807281,0.8374877146356061,0.0,0.0,0.0041536,0.0,0.0,12.8,13.7,6.12
7623,43,8324,-0.40622963013541485,-0.02141454791095431,0.035957209498032675,1.1589841792714395,0.01936763503299419,0.19232797877673796,0.7819324333027646,0.8595553347259357,0.0,0.0,0.004024,0.0,0.0,12.0,12.7,6.19
7776,44,8493,-0.45503345506577775,-0.023481658552341286,0.03756253562107251,1.1809458242415554,0.018805783798254625,0.194621157874487,0.7840268264008116,0.8363422908798361,0.0,0.0,0.0039016,0.0,0.0,12.2,13.0,6.06
7938,45,8456,-0.4675230420883087,-0.02437631848045324,0.0349745321073232,1.1661841329641707,0.01816374732051362,0.1839096966911765,0.811818146454601,0.8617809440479035,0.0,0.0,0.003779200000000001,0.0,0.0,13.0,13.8,6.06
8100,46,8669,-0.3707437253274411,-0.026583230076413947,0.046775787844319495,1.1960700183266773,0.019262527170106597,0.2017900996385189,0.7821443092648174,0.8146872515366708,0.0,0.0,0.0036496000000000002,0.0,0.0,12.7,20.7,4.85
8262,47,8249,-0.39852461088358176,-0.015720580262527047,0.04158729665350115,1.1612095732419625,0.021805737760817297,0.20875661119711042,0.8813877120032891,0.8339496613178601,0.0,0.0,0.0035199999999999997,0.0,0.0,12.9,13.9,6.02
8424,48,8386,-0.45784665496043125,-0.022106440140596584,0.03987042334784837,1.1700764673446447,0.019451341702731748,0.1979673997498484,0.8259100625222262,0.8336037394354019,0.0,0.0,0.0033904,0.0,0.0,12.9,15.6,5.68
8586,49,8310,-0.5412781313385766,-0.025061618578989454,0.03387386410129466,1.1401345032946557,0.023909465623616722,0.21897004299601197,0.8045893347488833,0.834586924923065,0.0,0.0,0.0032607999999999995,0.0,0.0,13.3,12.1,6.39
8739,50,8400,-0.36483569237782304,-0.023427955430638032,0.03843380884549316,1.1297143451502158,0.020526279229529855,0.20491020927601808,0.8096567578173035,0.8577592971559438,0.0,0.0,0.0031311999999999998,0.0,0.0,12.5,14.8,5.61
8901,51,8551,-0.4047955639124692,-0.025375570838423258,0.03957880776694148,1.139186616153057,0.020953874758099934,0.20178920715222023,0.7991870099716778,0.8460106857659033,0.0,0.0,0.0030088,0.0,0.0,12.7,16.6,5.53
9054,52,8480,-0.3776016814530856,-0.02772623811854468,0.03822209695288444,1.1506690334130325,0.0209485766334685,0.20514514399509803,0.865011067992459,0.8587991300525143,0.0,0.0,0.0028792,0.0,0.0,12.0,13.8,5.93
9207,53,8227,-0.40218660812404367,-0.021490152177747794,0.04435831837366541,1.1156661250454691,0.024848769508752006,0.2116194524684874,0.9769533398452258,0.824805583699444,0.0,0.0,0.0027568000000000002,0.0,0.0,12.1,12.8,6.15
9360,54,8227,-0.3064983778418909,-0.024346565056170236,0.045283518632628056,1.1217637455196456,0.021347178219201884,0.2070025275735294,0.933840532287399,0.8238980260681348,0.0,0.0,0.0026344000000000003,0.0,0.0,12.0,15.3,5.61
9513,55,8542,-0.42303662864648856,-0.02256752932362853,0.03526217691183345,1.1009674487005794,0.020949022261804916,0.2024043132878151,0.8548999213324318,0.8511377256081364,0.0,0.0,0.0025119999999999995,0.0,0.0,12.2,13.9,5.86
9675,56,8684,-0.39929216583286153,-0.02219770030940505,0.042618143193973286,1.1021388931611598,0.023405071482619298,0.20925478613701576,0.8427156938451467,0.8304357030560008,0.0,0.0,0.0023895999999999995,0.0,0.0,12.9,15.9,5.63
9837,57,8453,-0.41922172810173497,-0.025447248674019467,0.04196670705621234,1.0671462433372714,0.02433213030034292,0.20728523988618436,0.8805678512803015,0.8241215893700605,0.0,0.0,0.00226,0.0,0.0,12.9,12.6,6.36
9990,58,8203,-0.4386008737796064,-0.015870044008054696,0.03770675708683087,1.096661004998613,0.027295645698412207,0.22098251587566842,1.0553385798387127,0.8561262766354338,0.0,0.0,0.0021303999999999993,0.0,0.0,12.1,12.8,6.14
10143,59,8430,-0.46219042725251236,-0.024064311094529858,0.03304298211015299,1.0826723170272794,0.023268484782119323,0.21195412907810185,0.8559114576267595,0.8650499856888334,0.0,0.0,0.0020079999999999994,0.0,0.0,12.3,15.3,5.54
